user_id,gender,age,num_items,purchase
1001415,M,46-50,113,1085118
1001417,M,36-45,18,140803
1001418,M,18-25,161,1553229
1001420,M,18-25,166,1789820
1001422,M,36-45,409,3173021
1001423,M,26-35,50,382685
1001424,M,36-45,28,217903
1001425,M,0-17,428,3762050
1001426,M,18-25,216,2088687
1001427,M,26-35,90,817651
1001430,M,18-25,64,668506
1001432,M,36-45,19,163086
1001437,M,51-55,95,1079450
1001438,M,18-25,25,181470
1001439,M,36-45,18,265956
1001440,M,36-45,70,599318
1001441,M,36-45,48,371978
1001442,M,18-25,96,869018
1001443,M,36-45,27,283423
1001446,M,36-45,54,645419
1001447,M,18-25,533,4503530
1001449,M,36-45,714,5103795
1001450,M,18-25,65,374646
1001451,M,36-45,393,3834928
1001454,M,18-25,11,103186
1001457,M,26-35,163,1560851
1001458,M,0-17,55,489274
1001463,M,51-55,61,588451
1001464,M,36-45,46,569640
1001465,M,51-55,346,3367140
1001466,M,18-25,128,1521268
1001467,M,26-35,56,499468
1001468,M,0-17,67,899664
1001469,M,55+,24,188901
1001470,M,18-25,400,2898885
1001472,M,26-35,132,1591171
1001473,M,26-35,134,1399618
1001474,M,26-35,72,709276
1001478,M,0-17,17,126167
1001480,M,26-35,26,212784
1001481,M,36-45,50,540923
1001482,M,26-35,34,277386
1001483,M,18-25,151,1453483
1001484,M,26-35,179,1602846
1001486,M,26-35,31,334509
1001487,M,36-45,20,124611
1001490,M,51-55,100,1431250
1001491,M,18-25,137,1091925
1001492,M,26-35,71,584390
1001494,M,26-35,58,535886
1001495,M,18-25,104,687176
1001496,M,26-35,325,2393064
1001497,M,51-55,109,1446916
1001498,M,18-25,63,642408
1001499,M,0-17,77,900416
1001500,M,26-35,53,469933
1001501,M,26-35,300,2714621
1001502,M,18-25,158,1471713
1001503,M,26-35,156,1494037
1001504,M,18-25,21,245489
1001505,M,51-55,172,1378282
1001506,M,26-35,58,570693
1001507,M,36-45,58,545411
1001509,M,0-17,170,1435408
1001511,M,36-45,41,433381
1001512,M,26-35,20,168155
1001514,M,18-25,72,687373
1001515,M,26-35,15,134229
1001517,M,18-25,41,394847
1001519,M,18-25,50,465002
1001520,M,26-35,14,170201
1001523,M,26-35,59,632333
1001524,M,18-25,137,1312283
1001526,M,55+,20,151627
1001527,M,18-25,73,652197
1001528,M,26-35,35,306559
1001530,M,26-35,224,2182059
1001532,M,18-25,70,588047
1001533,M,46-50,46,461704
1001538,M,26-35,52,517440
1001540,M,46-50,66,739476
1001541,M,55+,18,222410
1001542,M,18-25,172,1897228
1001543,M,26-35,103,1035339
1001544,M,26-35,93,897508
1001545,M,26-35,112,982106
1001546,M,26-35,198,1976396
1001547,M,55+,78,730131
1001548,M,36-45,24,180904
1001550,M,18-25,16,142568
1001551,M,26-35,95,925503
1001552,M,46-50,144,1345731
1001556,M,18-25,205,1585357
1001562,M,18-25,17,81552
1001564,M,51-55,65,690975
1001565,M,46-50,25,154300
1001567,M,26-35,66,762527
1001570,M,18-25,40,426539
1001571,M,26-35,95,991481
1001574,M,26-35,27,215108
1001577,M,55+,81,834277
1001578,M,18-25,18,257823
1001579,M,26-35,444,3977702
1001582,M,18-25,13,120148
1001583,M,36-45,27,214147
1001584,M,26-35,275,2483182
1001585,M,55+,63,620127
1001586,M,46-50,233,2759566
1001588,M,26-35,31,230225
1001589,M,26-35,51,562920
1001590,M,36-45,21,204520
1001591,M,51-55,165,1829079
1001592,M,36-45,193,1692762
1001593,M,26-35,112,779007
1001595,M,36-45,80,732740
1001597,M,26-35,130,1253614
1001598,M,36-45,103,1062978
1001599,M,26-35,304,2459411
1001600,M,36-45,228,2066219
1001601,M,26-35,103,1339350
1001607,M,46-50,147,1099699
1001608,M,26-35,80,358487
1001610,M,26-35,17,160004
1001611,M,26-35,315,3140413
1001612,M,26-35,12,96199
1001613,M,18-25,435,4055569
1001614,M,36-45,36,400512
1001616,M,26-35,141,1322617
1001617,M,26-35,126,1149998
1001618,M,51-55,48,416902
1001619,M,51-55,20,172868
1001620,M,26-35,23,324747
1001622,M,18-25,15,132438
1001623,M,51-55,47,533360
1001624,M,26-35,198,2045369
1001625,M,46-50,28,188697
1001626,M,18-25,159,1181985
1001627,M,18-25,28,226859
1001628,M,18-25,250,2466492
1001629,M,18-25,28,356431
1001630,M,46-50,68,458284
1001632,M,26-35,439,3090234
1001635,M,26-35,426,4414682
1001637,M,55+,51,568912
1001639,M,26-35,305,2920367
1001640,M,36-45,85,720599
1001641,M,26-35,119,970651
1001642,M,51-55,50,442219
1001643,M,46-50,131,1632916
1001644,M,18-25,28,248400
1001646,M,26-35,34,255419
1001647,M,18-25,493,4155584
1001648,M,51-55,92,731324
1001649,M,18-25,34,343037
1001650,M,26-35,120,1122962
1001651,M,26-35,19,158743
1001655,M,18-25,94,959982
1001656,M,26-35,16,178256
1001663,M,18-25,25,268874
1001665,M,46-50,38,495241
1001666,M,26-35,223,2020441
1001667,M,51-55,281,3194090
1001668,M,36-45,19,209588
1001671,M,36-45,362,3173907
1001672,M,26-35,27,308387
1001673,M,0-17,44,556373
1001676,M,18-25,471,4172021
1001677,M,18-25,21,169124
1001679,M,26-35,49,518384
1001680,M,26-35,1026,8699596
1001681,M,18-25,71,746472
1001682,M,26-35,16,187958
1001684,M,18-25,40,380593
1001685,M,36-45,236,1912799
1001686,M,36-45,19,166121
1001687,M,26-35,219,1590553
1001692,M,36-45,118,1304690
1001693,M,26-35,174,1640029
1001694,M,26-35,221,2245230
1001695,M,26-35,102,1197602
1001696,M,36-45,179,1995241
1001700,M,26-35,27,221795
1001702,M,18-25,43,482889
1001703,M,18-25,17,206189
1001704,M,26-35,19,207440
1001706,M,26-35,125,1089610
1001707,M,51-55,49,504591
1001709,M,26-35,120,840789
1001710,M,18-25,46,423260
1001712,M,26-35,274,2605944
1001713,M,26-35,16,128723
1001714,M,26-35,152,1392974
1001715,M,26-35,25,250431
1001716,M,26-35,109,876400
1001718,M,18-25,21,269859
1001719,M,18-25,20,127775
1001720,M,18-25,34,361394
1001721,M,18-25,61,262249
1001722,M,36-45,114,1108844
1001723,M,36-45,84,1040483
1001724,M,18-25,105,1096395
1001726,M,26-35,219,1903879
1001727,M,36-45,288,3291804
1001728,M,18-25,21,248935
1001729,M,26-35,27,194559
1001732,M,18-25,22,266622
1001733,M,18-25,457,4110004
1001734,M,46-50,43,431685
1001735,M,18-25,51,335569
1001736,M,55+,110,877617
1001737,M,36-45,446,3995259
1001738,M,36-45,35,311350
1001739,M,55+,46,425215
1001740,M,55+,36,340879
1001741,M,36-45,389,4358776
1001742,M,26-35,24,243535
1001743,M,36-45,42,430669
1001744,M,36-45,80,717631
1001745,M,46-50,43,456687
1001746,M,26-35,187,2445649
1001747,M,26-35,63,367979
1001748,M,51-55,338,3212202
1001749,M,26-35,316,2219131
1001750,M,51-55,41,323257
1001751,M,36-45,16,168211
1001752,M,26-35,238,2608735
1001753,M,36-45,164,2087524
1001754,M,18-25,22,152183
1001757,M,26-35,231,2578278
1001759,M,26-35,144,1311357
1001761,M,36-45,62,386518
1001762,M,26-35,39,520286
1001763,M,36-45,20,180152
1001764,M,18-25,357,4073429
1001765,M,18-25,58,614359
1001767,M,26-35,171,1605158
1001768,M,46-50,73,575182
1001769,M,26-35,45,297780
1001770,M,36-45,57,427799
1001771,M,26-35,20,295885
1001774,M,26-35,24,219825
1001775,M,26-35,83,914038
1001776,M,26-35,227,1902709
1001777,M,26-35,32,341521
1001778,M,18-25,312,2820361
1001779,M,18-25,91,816058
1001780,M,36-45,342,2562637
1001782,M,46-50,20,162326
1001784,M,18-25,26,224098
1001785,M,18-25,27,263792
1001786,M,46-50,31,287481
1001787,M,18-25,14,108323
1001788,M,46-50,24,186851
1001789,M,0-17,32,372278
1001790,M,26-35,197,2095204
1001791,M,18-25,84,802046
1001793,M,26-35,160,1526334
1001794,M,26-35,240,1646237
1001795,M,18-25,17,195747
1001796,M,51-55,91,782257
1001797,M,36-45,96,1001295
1001798,M,46-50,33,305116
1001799,M,36-45,53,421226
1001802,M,18-25,119,1174673
1001803,M,26-35,149,1548481
1001804,M,26-35,63,657323
1001805,M,18-25,93,1029810
1001806,M,18-25,118,1296918
1001807,M,18-25,107,1151822
1001810,M,51-55,27,196333
1001815,M,0-17,20,174572
1001817,M,36-45,74,685032
1001818,M,0-17,29,304090
1001820,M,26-35,182,1762105
1001825,M,26-35,84,655808
1001826,M,46-50,30,279874
1001828,M,18-25,76,612508
1001830,M,18-25,18,264009
1001831,M,18-25,55,516197
1001833,M,18-25,50,444100
1001834,M,36-45,35,342256
1001835,M,26-35,436,4421244
1001836,M,26-35,227,2143440
1001837,M,26-35,433,3941757
1001838,M,36-45,15,145601
1001839,M,18-25,48,612013
1001841,M,18-25,123,805809
1001842,M,18-25,267,2782838
1001843,M,26-35,71,673260
1001845,M,26-35,115,802485
1001847,M,18-25,20,217022
1001849,M,36-45,15,202272
1001850,M,18-25,45,511763
1001851,M,26-35,289,2179541
1001852,M,26-35,27,288781
1001853,M,51-55,79,623014
1001854,M,26-35,133,1007424
1001855,M,18-25,48,537171
1001856,M,55+,71,1057538
1001860,M,55+,171,1681405
1001861,M,51-55,254,2246459
1001862,M,51-55,21,207193
1001863,M,18-25,55,620513
1001866,M,26-35,90,860896
1001867,M,51-55,33,258715
1001868,M,51-55,36,280891
1001870,M,55+,85,979348
1001873,M,36-45,95,948404
1001874,M,46-50,40,444101
1001875,M,36-45,179,1594560
1001876,M,26-35,17,134580
1001878,M,0-17,52,556971
1001879,M,26-35,149,1701293
1001880,M,36-45,529,4697136
1001882,M,36-45,131,1332584
1001884,M,46-50,409,3944076
1001885,M,51-55,39,405027
1001886,M,26-35,11,105396
1001887,M,55+,64,564091
1001888,M,36-45,17,172599
1001889,M,18-25,355,2954684
1001891,M,46-50,154,1647667
1001892,M,26-35,11,116648
1001895,M,36-45,47,597657
1001896,M,55+,118,1219262
1001901,M,51-55,97,1120140
1001902,M,26-35,145,1681677
1001903,M,36-45,120,1325044
1001904,M,18-25,197,1791915
1001907,M,36-45,9,92888
1001908,M,55+,101,800846
1001909,M,18-25,34,290249
1001910,M,0-17,29,240471
1001912,M,26-35,549,3319877
1001916,M,46-50,220,2090542
1001917,M,18-25,65,842700
1001921,M,55+,44,509886
1001923,M,36-45,35,289979
1001925,M,51-55,160,1633785
1001927,M,36-45,9,76523
1001928,M,0-17,119,1325017
1001930,M,26-35,172,1237927
1001931,M,26-35,59,431634
1001932,M,26-35,49,480478
1001933,M,18-25,20,173571
1001934,M,26-35,31,235899
1001937,M,26-35,164,1252974
1001940,M,26-35,35,396491
1001941,M,36-45,898,6817493
1001942,M,36-45,32,200427
1001943,M,18-25,371,3384425
1001945,M,26-35,40,347915
1001946,M,26-35,49,484415
1001947,M,26-35,70,762558
1001948,M,0-17,104,1115459
1001949,M,18-25,59,692944
1001950,M,26-35,78,830304
1001952,M,36-45,131,932607
1001954,M,26-35,86,835924
1001955,M,0-17,23,168176
1001956,M,36-45,44,401007
1001960,M,46-50,119,1090406
1001965,M,55+,36,275408
1001966,M,26-35,30,374223
1001967,M,51-55,16,110140
1001968,M,26-35,267,2097591
1001970,M,51-55,34,322470
1001972,M,46-50,46,531630
1001973,M,26-35,21,201529
1001974,M,36-45,287,2652357
1001976,M,36-45,71,673695
1001977,M,55+,40,364040
1001978,M,0-17,94,878647
1001979,M,55+,23,195770
1001980,M,36-45,685,5549865
1001981,M,55+,46,364130
1001982,M,0-17,94,876068
1001983,M,26-35,306,3666177
1001984,M,18-25,160,1709859
1001985,M,46-50,86,1057821
1001986,M,51-55,13,176078
1001989,M,51-55,18,163218
1001990,M,26-35,24,220056
1001992,M,18-25,53,295892
1001993,M,36-45,10,67394
1001994,M,36-45,15,164394
1001995,M,26-35,45,450857
1001996,M,36-45,108,1352589
1001997,M,26-35,24,214683
1002000,M,18-25,54,516831
1002001,M,51-55,30,277062
1002003,M,0-17,41,406113
1002004,M,46-50,54,592235
1002005,M,18-25,54,378080
1002006,M,36-45,24,170868
1002007,M,51-55,26,289367
1002008,M,26-35,88,845406
1002010,M,18-25,411,2902942
1002012,M,26-35,338,2735812
1002013,M,46-50,38,464609
1002014,M,18-25,29,391830
1002015,M,18-25,485,4044989
1002017,M,26-35,65,844698
1002018,M,36-45,251,2335655
1002020,M,26-35,271,2404911
1002021,M,26-35,77,936844
1002022,M,26-35,103,1133463
1002023,M,18-25,155,1606007
1002024,M,0-17,137,893299
1002025,M,55+,70,880253
1002026,M,51-55,119,979146
1002028,M,46-50,17,164548
1002030,M,26-35,340,3280487
1002031,M,36-45,133,1082858
1002032,M,51-55,32,379320
1002037,M,55+,9,88396
1002039,M,51-55,69,679559
1002042,M,0-17,151,1278686
1002043,M,26-35,51,388041
1002046,M,36-45,57,438483
1002047,M,0-17,152,1409033
1002048,M,51-55,19,216381
1002051,M,36-45,138,1564220
1002052,M,0-17,18,139371
1002053,M,46-50,17,149089
1002054,M,26-35,188,1816947
1002055,M,51-55,87,896369
1002056,M,26-35,149,1759067
1002057,M,36-45,38,347589
1002059,M,36-45,150,1386091
1002060,M,0-17,150,1191098
1002062,M,18-25,53,783199
1002063,M,26-35,709,5167421
1002064,M,36-45,136,1357221
1002065,M,26-35,17,174605
1002067,M,51-55,118,1004924
1002069,M,55+,46,505663
1002071,M,46-50,133,1255658
1002074,M,18-25,22,207992
1002076,M,18-25,47,314483
1002078,M,18-25,60,482511
1002079,M,0-17,54,647764
1002081,M,18-25,31,222727
1002083,M,18-25,19,204762
1002084,M,18-25,89,816526
1002085,M,18-25,145,1115999
1002086,M,36-45,20,187863
1002087,M,26-35,29,243425
1002088,M,51-55,273,3317817
1002089,M,36-45,52,472075
1002090,M,36-45,120,1463352
1002092,M,55+,406,3710233
1002093,M,18-25,30,202668
1002094,M,36-45,42,538188
1002095,M,55+,44,377444
1002097,M,18-25,102,928338
1002098,M,36-45,211,1982859
1002101,M,26-35,58,535434
1002102,M,26-35,284,1790462
1002103,M,36-45,53,530334
1002104,M,46-50,36,285400
1002105,M,26-35,296,2471053
1002108,M,0-17,16,168957
1002109,M,26-35,412,3069936
1002110,M,51-55,125,1127326
1002111,M,55+,7,54536
1002113,M,26-35,22,187873
1002114,M,18-25,88,1075023
1002115,M,36-45,18,161666
1002116,M,18-25,538,4865736
1002117,M,55+,24,233346
1002119,M,36-45,107,1104102
1002121,M,55+,108,886060
1002122,M,36-45,114,1025231
1002124,M,26-35,357,3543720
1002125,M,36-45,123,1398762
1002126,M,55+,43,382646
1002127,M,18-25,96,671669
1002129,M,26-35,183,1587232
1002130,M,46-50,35,289794
1002131,M,26-35,189,1885996
1002132,M,55+,44,392479
1002134,M,18-25,43,329348
1002136,M,36-45,88,802001
1002140,M,46-50,110,1053728
1002143,M,18-25,61,625043
1002144,M,18-25,56,432283
1002145,M,18-25,122,1238491
1002146,M,18-25,65,821730
1002149,M,26-35,30,270475
1002151,M,55+,22,150925
1002152,M,18-25,14,149108
1002153,M,18-25,207,1956791
1002154,M,26-35,33,322589
1002156,M,18-25,168,1451373
1002158,M,26-35,66,683288
1002163,M,18-25,57,818481
1002164,M,36-45,257,2633491
1002165,M,26-35,115,1481545
1002166,M,0-17,126,1257714
1002168,M,0-17,200,1832054
1002169,M,0-17,19,130747
1002171,M,36-45,53,596212
1002172,M,18-25,248,1899111
1002173,M,51-55,168,1555490
1002174,M,51-55,90,698055
1002175,M,26-35,99,1133853
1002176,M,0-17,90,881709
1002178,M,46-50,101,936819
1002180,M,26-35,229,2234253
1002181,M,26-35,476,3723189
1002184,M,18-25,21,192388
1002185,M,46-50,171,1540819
1002186,M,18-25,159,2029732
1002187,M,46-50,76,797676
1002189,M,0-17,19,185991
1002193,M,0-17,16,168925
1002194,M,26-35,58,597127
1002195,M,0-17,157,1523262
1002196,M,26-35,23,204990
1002199,M,0-17,72,539673
1002200,M,36-45,36,396187
1002201,M,55+,38,479253
1002203,M,46-50,304,3455679
1002204,M,55+,19,187017
1002206,M,46-50,79,701657
1002207,M,18-25,9,97442
1002208,M,26-35,153,1323820
1002209,M,36-45,15,96893
1002210,M,46-50,24,204446
1002211,M,46-50,144,1362687
1002212,M,18-25,53,415585
1002217,M,0-17,26,201715
1002218,M,36-45,25,260749
1002219,M,26-35,125,990745
1002221,M,55+,93,923998
1002223,M,26-35,290,2272697
1002224,M,26-35,18,228812
1002225,M,26-35,231,1952546
1002228,M,26-35,37,493558
1002231,M,51-55,242,2193948
1002232,M,26-35,194,2217582
1002234,M,55+,12,136825
1002235,M,0-17,89,665254
1002236,M,0-17,55,476614
1002239,M,18-25,60,729527
1002240,M,46-50,66,866592
1002241,M,46-50,67,622080
1002242,M,18-25,184,1668515
1002243,M,46-50,31,331842
1002245,M,0-17,29,218674
1002247,M,46-50,117,1060461
1002249,M,26-35,38,338739
1002250,M,18-25,30,254348
1002251,M,36-45,227,2163036
1002254,M,36-45,47,717636
1002261,M,26-35,140,1242376
1002262,M,46-50,81,929052
1002263,M,26-35,122,1288851
1002265,M,55+,131,1569957
1002270,M,18-25,69,693772
1002271,M,51-55,208,2283239
1002272,M,26-35,74,812534
1002273,M,26-35,41,470540
1002274,M,18-25,21,211136
1002275,M,55+,23,193236
1002276,M,55+,59,734002
1002278,M,51-55,34,272235
1002279,M,51-55,210,1895807
1002280,M,55+,37,321772
1002281,M,46-50,44,434670
1002283,M,36-45,23,165064
1002284,M,26-35,31,405638
1002286,M,36-45,25,215890
1002287,M,55+,12,113827
1002288,M,0-17,286,2182472
1002291,M,46-50,19,248900
1002292,M,51-55,11,117960
1002294,M,55+,34,325558
1002297,M,55+,23,302687
1002298,M,36-45,73,597829
1002300,M,55+,31,328023
1002302,M,51-55,121,1328225
1002303,M,51-55,170,1870312
1002304,M,46-50,494,5157638
1002305,M,51-55,49,284149
1002307,M,26-35,82,969229
1002310,M,46-50,63,574476
1002316,M,36-45,92,908720
1002318,M,55+,32,184380
1002319,M,36-45,27,249062
1002321,M,26-35,54,491166
1002323,M,36-45,143,1267401
1002324,M,36-45,51,467137
1002327,M,18-25,31,325558
1002330,M,46-50,67,620941
1002331,M,55+,44,472938
1002332,M,55+,30,297139
1002335,M,51-55,58,587582
1002336,M,36-45,12,97953
1002338,M,46-50,104,1181843
1002340,M,36-45,222,2315929
1002341,M,55+,37,288057
1002342,M,36-45,45,545639
1002344,M,26-35,110,1029284
1002347,M,36-45,14,167105
1002348,M,51-55,115,1005335
1002349,M,26-35,68,635174
1002350,M,18-25,63,613749
1002352,M,51-55,70,312341
1002354,M,36-45,41,460372
1002359,M,55+,38,323894
1002361,M,55+,31,235784
1002362,M,26-35,28,224560
1002365,M,51-55,25,288074
1002369,M,36-45,21,320982
1002370,M,51-55,43,434182
1002374,M,26-35,92,1173240
1002376,M,26-35,270,2180835
1002378,M,26-35,144,1250194
1002379,M,18-25,15,163572
1002380,M,26-35,234,1978972
1002382,M,51-55,31,309919
1002387,M,26-35,40,419964
1002389,M,26-35,162,1566967
1002391,M,51-55,38,386189
1002393,M,55+,73,766966
1002394,M,36-45,43,468992
1002395,M,36-45,112,1102989
1002398,M,26-35,49,438450
1002399,M,36-45,15,137484
1002401,M,26-35,37,491940
1002402,M,46-50,291,2842474
1002404,M,18-25,56,627385
1002405,M,51-55,37,347575
1002407,M,36-45,87,782612
1002410,M,55+,65,526171
1002414,M,26-35,130,1387583
1002415,M,26-35,19,194188
1002416,M,46-50,27,259571
1002419,M,26-35,306,2457996
1002420,M,51-55,25,335763
1002421,M,36-45,38,512174
1002424,M,26-35,84,884374
1002426,M,55+,19,168824
1002428,M,46-50,45,330947
1002429,M,26-35,66,665452
1002430,M,26-35,26,257911
1002434,M,26-35,14,155367
1002435,M,26-35,68,850088
1002436,M,26-35,223,2009518
1002437,M,26-35,22,247994
1002438,M,36-45,99,908247
1002439,M,46-50,53,423725
1002440,M,51-55,11,99192
1002442,M,36-45,16,100036
1002445,M,26-35,122,1665344
1002446,M,18-25,227,2257780
1002447,M,26-35,35,312630
1002449,M,55+,16,130408
1002451,M,46-50,95,792959
1002452,M,46-50,27,327606
1002453,M,26-35,343,3368025
1002454,M,18-25,171,1552962
1002455,M,36-45,100,681844
1002456,M,26-35,209,1787143
1002457,M,26-35,282,2480975
1002458,M,26-35,100,1005516
1002459,M,51-55,61,569455
1002461,M,18-25,59,614512
1002462,M,36-45,135,1098964
1002463,M,26-35,65,678257
1002465,M,51-55,120,1331003
1002466,M,26-35,117,1141487
1002467,M,0-17,13,184108
1002468,M,51-55,73,842992
1002469,M,26-35,37,400082
1002472,M,26-35,165,1498136
1002473,M,26-35,22,253795
1002474,M,26-35,19,223170
1002476,M,51-55,31,293821
1002477,M,46-50,36,373562
1002478,M,51-55,158,1454452
1002481,M,36-45,74,643131
1002483,M,55+,45,393521
1002484,M,46-50,305,2514035
1002485,M,36-45,140,1260022
1002486,M,18-25,93,789035
1002490,M,26-35,13,137359
1002491,M,36-45,67,665971
1002493,M,46-50,50,552781
1002494,M,18-25,21,141315
1002496,M,51-55,296,2191713
1002498,M,55+,94,758980
1002499,M,51-55,31,315911
1002500,M,55+,79,974049
1002501,M,26-35,52,476505
1002502,M,55+,14,101197
1002503,M,36-45,114,884599
1002504,M,26-35,162,1687962
1002505,M,26-35,20,230883
1002507,M,26-35,458,4433272
1002509,M,26-35,19,185178
1002510,M,26-35,28,384034
1002511,M,26-35,20,200438
1002513,M,55+,33,273813
1002514,M,55+,20,233089
1002518,M,26-35,32,352984
1002521,M,36-45,31,378705
1002522,M,18-25,44,558743
1002523,M,26-35,74,829733
1002526,M,55+,154,1594760
1002528,M,55+,43,489148
1002530,M,18-25,14,124165
1002536,M,55+,33,204088
1002537,M,36-45,317,2252051
1002538,M,55+,15,194400
1002539,M,36-45,20,277589
1002544,M,46-50,412,3711865
1002550,M,51-55,55,496322
1002551,M,26-35,44,380244
1002554,M,26-35,25,258390
1002555,M,55+,94,861235
1002556,M,26-35,28,211559
1002558,M,55+,28,243214
1002559,M,18-25,113,1195802
1002561,M,26-35,48,376802
1002565,M,36-45,175,1527657
1002566,M,36-45,155,1473365
1002567,M,26-35,181,1803714
1002568,M,26-35,19,144223
1002569,M,46-50,22,152932
1002571,M,36-45,40,398523
1002572,M,36-45,84,884306
1002573,M,46-50,61,773654
1002574,M,51-55,18,198206
1002575,M,36-45,95,1220867
1002576,M,18-25,157,1668105
1002577,M,26-35,28,198646
1002578,M,51-55,21,237189
1002579,M,36-45,38,397102
1002581,M,26-35,236,2275397
1002583,M,36-45,184,2095263
1002585,M,46-50,65,587383
1002586,M,26-35,30,293708
1002587,M,36-45,15,166565
1002589,M,26-35,120,962057
1002590,M,18-25,208,1564094
1002592,M,51-55,252,2404672
1002593,M,55+,80,956165
1002594,M,36-45,45,458181
1002595,M,18-25,105,994338
1002596,M,51-55,18,149041
1002599,M,26-35,137,1514697
1002600,M,26-35,45,306430
1002602,M,46-50,16,111710
1002603,M,26-35,20,182061
1002604,M,26-35,41,381224
1002605,M,36-45,103,1114342
1002606,M,51-55,30,252319
1002610,M,46-50,29,242827
1002611,M,26-35,248,2208222
1002613,M,36-45,11,83007
1002614,M,26-35,17,186964
1002620,M,18-25,89,1081068
1002621,M,18-25,173,1373091
1002625,M,36-45,90,664120
1002627,M,26-35,270,2293978
1002629,M,26-35,161,1896059
1002632,M,55+,24,186054
1002634,M,55+,164,1517668
1002636,M,18-25,32,325871
1002638,M,26-35,291,2407768
1002641,M,26-35,172,1732302
1002642,M,26-35,43,479881
1002643,M,46-50,259,2257604
1002644,M,18-25,16,155724
1002645,M,26-35,174,1521301
1002646,M,46-50,14,155441
1002648,M,26-35,53,463215
1002649,M,26-35,115,883129
1002650,M,46-50,29,231740
1002651,M,55+,65,833330
1002653,M,26-35,19,173108
1002655,M,36-45,43,317276
1002656,M,55+,76,826685
1002659,M,36-45,92,901566
1002660,M,55+,22,175649
1002661,M,55+,57,376697
1002664,M,36-45,201,1835388
1002665,M,36-45,476,3853020
1002666,M,46-50,56,473788
1002669,M,46-50,61,563598
1002670,M,36-45,150,1234215
1002672,M,36-45,30,332844
1002673,M,36-45,12,103716
1002674,M,26-35,73,776975
1002675,M,36-45,22,222535
1002676,M,55+,133,1207239
1002678,M,26-35,27,312933
1002680,M,26-35,127,1092703
1002682,M,18-25,56,431036
1002683,M,36-45,132,1609354
1002685,M,46-50,112,1092613
1002686,M,26-35,14,85025
1002687,M,0-17,11,158882
1002688,M,26-35,78,635078
1002689,M,26-35,52,572983
1002691,M,18-25,143,1674271
1002693,M,55+,81,731107
1002694,M,18-25,44,492268
1002695,M,36-45,31,295006
1002696,M,26-35,10,59105
1002700,M,26-35,173,1455448
1002701,M,46-50,68,805831
1002703,M,36-45,62,755795
1002704,M,55+,31,282167
1002705,M,26-35,15,180128
1002707,M,55+,15,96291
1002710,M,36-45,17,138199
1002713,M,26-35,15,149430
1002714,M,18-25,15,135858
1002717,M,26-35,14,156327
1002719,M,26-35,64,645579
1002720,M,36-45,23,198777
1002725,M,36-45,21,185421
1002726,M,46-50,44,480228
1002727,M,26-35,47,575735
1002728,M,36-45,33,318087
1002729,M,51-55,16,232311
1002730,M,36-45,85,895141
1002731,M,36-45,161,1655910
1002732,M,46-50,24,308916
1002733,M,46-50,49,523983
1002735,M,26-35,13,122560
1002736,M,46-50,55,506097
1002737,M,26-35,230,1620533
1002740,M,46-50,77,981139
1002741,M,26-35,18,214430
1002742,M,26-35,69,539216
1002743,M,26-35,238,2196683
1002744,M,18-25,92,314780
1002748,M,26-35,178,1320606
1002749,M,26-35,51,595666
1002752,M,26-35,220,1804636
1002754,M,51-55,66,484443
1002755,M,36-45,13,104448
1002756,M,18-25,123,1529744
1002757,M,26-35,73,729343
1002760,M,55+,47,465228
1002761,M,36-45,273,2860008
1002762,M,51-55,29,388905
1002764,M,26-35,186,1836033
1002765,M,51-55,116,1215292
1002766,M,46-50,56,606964
1002767,M,26-35,15,157025
1002768,M,26-35,49,529113
1002769,M,26-35,71,657992
1002770,M,36-45,27,281085
1002771,M,18-25,161,1456618
1002772,M,36-45,98,991272
1002773,M,36-45,58,634232
1002774,M,26-35,166,1566170
1002776,M,26-35,191,1650916
1002777,M,18-25,486,4122533
1002778,M,55+,68,602985
1002779,M,36-45,97,917631
1002780,M,26-35,24,209371
1002781,M,36-45,164,1895011
1002783,M,46-50,28,335592
1002784,M,51-55,88,943352
1002785,M,55+,87,605224
1002786,M,26-35,169,1864122
1002787,M,26-35,82,825143
1002788,M,55+,81,873359
1002789,M,18-25,54,705297
1002790,M,26-35,67,819308
1002792,M,18-25,111,885510
1002793,M,36-45,461,4995468
1002794,M,26-35,83,848747
1002795,M,51-55,52,552054
1002796,M,26-35,225,1499079
1002798,M,36-45,45,487454
1002799,M,18-25,13,128535
1002802,M,36-45,46,397115
1002803,M,26-35,63,580648
1002806,M,0-17,49,401266
1002808,M,55+,70,804201
1002809,M,26-35,61,666965
1002811,M,26-35,47,462021
1002812,M,26-35,69,731365
1002813,M,26-35,15,138284
1002814,M,36-45,94,1039256
1002817,M,36-45,54,647672
1002818,M,26-35,165,1540669
1002819,M,46-50,13,95877
1002822,M,51-55,39,365473
1002823,M,26-35,34,233724
1002824,M,18-25,139,1425633
1002826,M,36-45,144,1278385
1002828,M,18-25,30,302133
1002830,M,36-45,56,509680
1002831,M,26-35,14,153700
1002832,M,26-35,92,849105
1002833,M,26-35,31,234599
1002834,M,36-45,12,93766
1002835,M,36-45,27,240344
1002837,M,18-25,137,1208140
1002838,M,18-25,22,264550
1002839,M,26-35,19,152285
1002840,M,26-35,184,1631926
1002841,M,51-55,244,2539459
1002842,M,36-45,42,472996
1002844,M,26-35,59,616916
1002845,M,26-35,37,453060
1002847,M,18-25,217,1504709
1002848,M,26-35,106,993049
